"","timeStart","memory","memoryCorrect","category","categoryCorrect","rt","stim.old","x","y","z","w","trial.num","stim","subject","condition","round"
"240",1414760717925,"old",FALSE,"B",NA,1136,FALSE,0,0,0,0,16,"0000",15,"opt-total","05"
"241",1414761390721,"old",TRUE,"A",TRUE,4710,TRUE,1,1,1,1,1,"1111",16,"opt-total","05"
"242",1414761396197,"old",FALSE,"A",NA,3586,FALSE,1,1,0,1,2,"1101",16,"opt-total","05"
"243",1414761400539,"old",TRUE,"A",TRUE,2540,TRUE,0,0,0,1,3,"0001",16,"opt-total","05"
"244",1414761403831,"old",FALSE,"A",NA,2712,FALSE,0,0,1,0,4,"0010",16,"opt-total","05"
"245",1414761407301,"old",FALSE,"B",NA,2138,FALSE,0,1,0,1,5,"0101",16,"opt-total","05"
"246",1414761410204,"old",FALSE,"B",NA,2106,FALSE,1,0,1,1,6,"1011",16,"opt-total","05"
"247",1414761413074,"old",TRUE,"A",TRUE,2124,TRUE,0,0,1,1,7,"0011",16,"opt-total","05"
"248",1414761415955,"old",TRUE,"B",TRUE,2027,TRUE,1,0,1,0,8,"1010",16,"opt-total","05"
"249",1414761418744,"old",TRUE,"B",TRUE,1678,TRUE,0,1,0,0,9,"0100",16,"opt-total","05"
"250",1414761421177,"old",FALSE,"B",NA,1837,FALSE,1,0,0,1,10,"1001",16,"opt-total","05"
"251",1414761423769,"old",TRUE,"A",TRUE,1749,TRUE,1,1,0,0,11,"1100",16,"opt-total","05"
"252",1414761426272,"old",TRUE,"B",TRUE,1630,TRUE,0,1,1,0,12,"0110",16,"opt-total","05"
"253",1414761428662,"old",FALSE,"A",NA,3360,FALSE,0,1,1,1,13,"0111",16,"opt-total","05"
"254",1414761432781,"old",TRUE,"A",TRUE,1969,TRUE,1,1,1,0,14,"1110",16,"opt-total","05"
"255",1414761435501,"old",FALSE,"B",NA,3193,FALSE,0,0,0,0,15,"0000",16,"opt-total","05"
"256",1414761439454,"old",TRUE,"B",TRUE,1735,TRUE,1,0,0,0,16,"1000",16,"opt-total","05"
"257",1414760782326,"old",TRUE,"B",TRUE,10459,TRUE,0,1,1,0,1,"0110",17,"opt-total","05"
"258",1414760793548,"new",TRUE,"A",NA,32818,FALSE,0,1,1,1,2,"0111",17,"opt-total","05"
"259",1414760827117,"old",FALSE,"A",NA,14756,FALSE,0,1,0,1,3,"0101",17,"opt-total","05"
"260",1414760842639,"old",TRUE,"A",TRUE,9188,TRUE,1,1,1,0,4,"1110",17,"opt-total","05"
"261",1414760852593,"new",TRUE,"B",NA,20290,FALSE,0,0,1,0,5,"0010",17,"opt-total","05"
"262",1414760873635,"old",TRUE,"B",TRUE,11578,TRUE,0,1,0,0,6,"0100",17,"opt-total","05"
"263",1414760885967,"old",TRUE,"A",TRUE,13524,TRUE,0,0,1,1,7,"0011",17,"opt-total","05"
"264",1414760900257,"old",TRUE,"A",TRUE,8218,TRUE,1,1,0,0,8,"1100",17,"opt-total","05"
"265",1414760909226,"old",TRUE,"B",TRUE,9098,TRUE,1,0,0,0,9,"1000",17,"opt-total","05"
"266",1414760919075,"old",TRUE,"A",TRUE,5440,TRUE,0,0,0,1,10,"0001",17,"opt-total","05"
"267",1414760925269,"new",TRUE,"B",NA,20223,FALSE,1,1,0,1,11,"1101",17,"opt-total","05"
"268",1414760946243,"new",TRUE,"B",NA,16991,FALSE,1,0,1,1,12,"1011",17,"opt-total","05"
"269",1414760963984,"old",FALSE,"B",NA,10136,FALSE,0,0,0,0,13,"0000",17,"opt-total","05"
"270",1414760974886,"old",TRUE,"B",TRUE,17074,TRUE,1,0,1,0,14,"1010",17,"opt-total","05"
"271",1414760992755,"new",TRUE,"A",NA,12170,FALSE,1,0,0,1,15,"1001",17,"opt-total","05"
"272",1414761005683,"old",TRUE,"A",TRUE,9341,TRUE,1,1,1,1,16,"1111",17,"opt-total","05"
"273",1414761226781,"new",FALSE,"B",TRUE,7097,TRUE,1,0,0,0,1,"1000",18,"opt-total","05"
"274",1414761234636,"old",FALSE,"A",NA,6394,FALSE,1,1,0,1,2,"1101",18,"opt-total","05"
"275",1414761241782,"old",TRUE,"B",TRUE,2701,TRUE,1,0,1,0,3,"1010",18,"opt-total","05"
"276",1414761245240,"old",FALSE,"A",NA,2742,FALSE,0,0,0,0,4,"0000",18,"opt-total","05"
"277",1414761248739,"old",TRUE,"B",TRUE,2294,TRUE,0,1,1,0,5,"0110",18,"opt-total","05"
"278",1414761251786,"old",FALSE,"A",NA,2213,FALSE,1,0,0,1,6,"1001",18,"opt-total","05"
"279",1414761254752,"old",TRUE,"A",TRUE,1509,TRUE,0,0,1,1,7,"0011",18,"opt-total","05"
"280",1414761257015,"old",FALSE,"B",NA,4116,FALSE,0,0,1,0,8,"0010",18,"opt-total","05"
"281",1414761261885,"old",TRUE,"A",TRUE,2264,TRUE,1,1,1,0,9,"1110",18,"opt-total","05"
"282",1414761264905,"old",TRUE,"A",TRUE,1374,TRUE,0,0,0,1,10,"0001",18,"opt-total","05"
"283",1414761267036,"old",TRUE,"A",TRUE,1863,TRUE,1,1,1,1,11,"1111",18,"opt-total","05"
"284",1414761269659,"old",TRUE,"B",TRUE,2354,TRUE,0,1,0,0,12,"0100",18,"opt-total","05"
"285",1414761272771,"new",FALSE,"B",FALSE,5711,TRUE,1,1,0,0,13,"1100",18,"opt-total","05"
"286",1414761279244,"new",TRUE,"A",NA,3236,FALSE,0,1,1,1,14,"0111",18,"opt-total","05"
"287",1414761283231,"old",FALSE,"A",NA,3018,FALSE,1,0,1,1,15,"1011",18,"opt-total","05"
"288",1414761287002,"new",TRUE,"B",NA,3029,FALSE,0,1,0,1,16,"0101",18,"opt-total","05"
"289",1414761286024,"old",TRUE,"A",FALSE,3190,TRUE,1,0,1,0,1,"1010",19,"opt-total","05"
"290",1414761289971,"old",TRUE,"B",FALSE,3107,TRUE,1,1,0,0,2,"1100",19,"opt-total","05"
"291",1414761293830,"old",TRUE,"B",TRUE,2613,TRUE,0,1,1,0,3,"0110",19,"opt-total","05"
"292",1414761297207,"old",FALSE,"B",NA,2708,FALSE,0,0,0,0,4,"0000",19,"opt-total","05"
"293",1414761300676,"old",FALSE,"A",NA,2201,FALSE,1,0,0,1,5,"1001",19,"opt-total","05"
"294",1414761303633,"old",FALSE,"B",NA,3304,FALSE,0,1,0,1,6,"0101",19,"opt-total","05"
"295",1414761307695,"new",FALSE,"B",FALSE,4212,TRUE,0,0,0,1,7,"0001",19,"opt-total","05"
"296",1414761312658,"old",FALSE,"A",NA,2010,FALSE,1,0,1,1,8,"1011",19,"opt-total","05"
"297",1414761315428,"old",FALSE,"B",NA,2392,FALSE,0,0,1,0,9,"0010",19,"opt-total","05"
"298",1414761318571,"old",TRUE,"B",TRUE,2528,TRUE,0,1,0,0,10,"0100",19,"opt-total","05"
"299",1414761321854,"new",TRUE,"B",NA,3698,FALSE,0,1,1,1,11,"0111",19,"opt-total","05"
"300",1414761326305,"old",FALSE,"A",NA,2768,FALSE,1,1,0,1,12,"1101",19,"opt-total","05"
"301",1414761329837,"old",TRUE,"A",TRUE,2202,TRUE,1,1,1,0,13,"1110",19,"opt-total","05"
"302",1414761332794,"old",TRUE,"A",TRUE,2090,TRUE,1,1,1,1,14,"1111",19,"opt-total","05"
"303",1414761335642,"old",TRUE,"B",TRUE,2884,TRUE,1,0,0,0,15,"1000",19,"opt-total","05"
"304",1414761339282,"old",TRUE,"B",FALSE,3657,TRUE,0,0,1,1,16,"0011",19,"opt-total","05"
"305",1414761640647,"old",TRUE,"B",TRUE,6430,TRUE,1,0,0,0,1,"1000",20,"opt-total","05"
"306",1414761647830,"old",TRUE,"A",TRUE,2544,TRUE,0,0,1,1,2,"0011",20,"opt-total","05"
"307",1414761651127,"new",TRUE,"A",NA,3584,FALSE,1,1,0,1,3,"1101",20,"opt-total","05"
"308",1414761655464,"old",TRUE,"A",TRUE,4791,TRUE,0,0,0,1,4,"0001",20,"opt-total","05"
"309",1414761661008,"old",TRUE,"B",TRUE,3079,TRUE,1,0,1,0,5,"1010",20,"opt-total","05"
"310",1414761664839,"old",TRUE,"B",TRUE,2561,TRUE,0,1,1,0,6,"0110",20,"opt-total","05"
"311",1414761668153,"old",TRUE,"A",TRUE,1977,TRUE,1,1,1,0,7,"1110",20,"opt-total","05"
"312",1414761670883,"old",FALSE,"A",NA,4638,FALSE,0,1,1,1,8,"0111",20,"opt-total","05"
"313",1414761676274,"old",TRUE,"B",TRUE,2583,TRUE,0,1,0,0,9,"0100",20,"opt-total","05"
"314",1414761679610,"old",FALSE,"A",NA,1960,FALSE,1,0,0,1,10,"1001",20,"opt-total","05"
"315",1414761682323,"old",FALSE,"B",NA,3144,FALSE,0,0,1,0,11,"0010",20,"opt-total","05"
"316",1414761686219,"old",TRUE,"A",TRUE,2055,TRUE,1,1,0,0,12,"1100",20,"opt-total","05"
"317",1414761689027,"old",FALSE,"A",NA,2136,FALSE,1,0,1,1,13,"1011",20,"opt-total","05"
"318",1414761691917,"new",TRUE,"B",NA,4854,FALSE,0,1,0,1,14,"0101",20,"opt-total","05"
"319",1414761697523,"old",FALSE,"B",NA,4817,FALSE,0,0,0,0,15,"0000",20,"opt-total","05"
"320",1414761703093,"old",TRUE,"A",TRUE,3216,TRUE,1,1,1,1,16,"1111",20,"opt-total","05"
"321",1414761790292,"new",TRUE,"B",NA,6448,FALSE,1,0,0,1,1,"1001",21,"opt-total","05"
"322",1414761797492,"old",FALSE,"B",NA,3639,FALSE,0,1,1,1,2,"0111",21,"opt-total","05"
"323",1414761801883,"old",TRUE,"B",TRUE,5009,TRUE,1,0,1,0,3,"1010",21,"opt-total","05"
"324",1414761807644,"old",TRUE,"B",TRUE,2599,TRUE,0,1,1,0,4,"0110",21,"opt-total","05"
"325",1414761810996,"old",TRUE,"A",TRUE,6815,TRUE,1,1,1,1,5,"1111",21,"opt-total","05"
"326",1414761818563,"old",TRUE,"B",TRUE,3024,TRUE,1,0,0,0,6,"1000",21,"opt-total","05"
"327",1414761822340,"old",TRUE,"A",TRUE,1815,TRUE,0,0,1,1,7,"0011",21,"opt-total","05"
"328",1414761824908,"old",TRUE,"A",TRUE,1943,TRUE,1,1,0,0,8,"1100",21,"opt-total","05"
"329",1414761827603,"old",FALSE,"B",NA,2880,FALSE,0,1,0,1,9,"0101",21,"opt-total","05"
"330",1414761831235,"new",TRUE,"B",NA,3824,FALSE,1,0,1,1,10,"1011",21,"opt-total","05"
"331",1414761835811,"old",FALSE,"A",NA,2680,FALSE,0,0,1,0,11,"0010",21,"opt-total","05"
"332",1414761839243,"old",FALSE,"A",NA,1600,FALSE,0,0,0,0,12,"0000",21,"opt-total","05"
"333",1414761841596,"old",TRUE,"A",TRUE,1353,TRUE,0,0,0,1,13,"0001",21,"opt-total","05"
"334",1414761843701,"old",TRUE,"A",TRUE,2480,TRUE,1,1,1,0,14,"1110",21,"opt-total","05"
"335",1414761846933,"old",FALSE,"A",NA,1440,FALSE,1,1,0,1,15,"1101",21,"opt-total","05"
"336",1414761849125,"old",TRUE,"B",TRUE,2856,TRUE,0,1,0,0,16,"0100",21,"opt-total","05"
"337",1414761896675,"new",TRUE,"B",NA,6507,FALSE,0,1,0,1,1,"0101",22,"opt-total","05"
"338",1414761903943,"old",TRUE,"B",TRUE,4570,TRUE,1,0,0,0,2,"1000",22,"opt-total","05"
"339",1414761909269,"new",TRUE,"B",NA,4482,FALSE,0,0,0,0,3,"0000",22,"opt-total","05"
"340",1414761914505,"old",TRUE,"A",TRUE,2940,TRUE,1,1,0,0,4,"1100",22,"opt-total","05"
"341",1414761918205,"new",TRUE,"A",NA,4478,FALSE,1,1,0,1,5,"1101",22,"opt-total","05"
"342",1414761923446,"old",FALSE,"B",NA,2810,FALSE,0,0,1,0,6,"0010",22,"opt-total","05"
"343",1414761927013,"new",TRUE,"B",NA,4259,FALSE,0,1,1,1,7,"0111",22,"opt-total","05"
"344",1414761932032,"old",TRUE,"A",TRUE,2815,TRUE,1,1,1,0,8,"1110",22,"opt-total","05"
"345",1414761935602,"old",TRUE,"A",TRUE,2345,TRUE,0,0,1,1,9,"0011",22,"opt-total","05"
"346",1414761938700,"old",FALSE,"B",NA,4368,FALSE,1,0,1,1,10,"1011",22,"opt-total","05"
"347",1414761943822,"old",TRUE,"A",TRUE,2303,TRUE,0,0,0,1,11,"0001",22,"opt-total","05"
"348",1414761946882,"new",TRUE,"B",NA,3090,FALSE,1,0,0,1,12,"1001",22,"opt-total","05"
"349",1414761950732,"new",FALSE,"B",TRUE,2297,TRUE,1,0,1,0,13,"1010",22,"opt-total","05"
"350",1414761953781,"old",TRUE,"B",TRUE,2637,TRUE,0,1,1,0,14,"0110",22,"opt-total","05"
"351",1414761957173,"old",TRUE,"A",TRUE,2288,TRUE,1,1,1,1,15,"1111",22,"opt-total","05"
"352",1414761960215,"old",TRUE,"B",TRUE,2487,TRUE,0,1,0,0,16,"0100",22,"opt-total","05"
"353",1414765547284,"old",TRUE,"A",FALSE,13790,TRUE,1,0,1,0,1,"1010",23,"opt-total","05"
"354",1414765561839,"old",FALSE,"B",NA,3453,FALSE,0,1,0,1,2,"0101",23,"opt-total","05"
"355",1414765566052,"old",FALSE,"A",NA,3774,FALSE,0,0,1,0,3,"0010",23,"opt-total","05"
"356",1414765570592,"old",FALSE,"B",NA,2194,FALSE,1,0,0,1,4,"1001",23,"opt-total","05"
"357",1414765573540,"old",TRUE,"B",TRUE,2652,TRUE,0,1,0,0,5,"0100",23,"opt-total","05"
"358",1414765576956,"old",TRUE,"B",FALSE,3165,TRUE,0,0,0,1,6,"0001",23,"opt-total","05"
"359",1414765580887,"old",TRUE,"A",FALSE,2875,TRUE,0,1,1,0,7,"0110",23,"opt-total","05"
"360",1414765584522,"old",FALSE,"B",NA,1862,FALSE,0,0,0,0,8,"0000",23,"opt-total","05"
"361",1414765587143,"old",TRUE,"A",TRUE,2234,TRUE,1,1,0,0,9,"1100",23,"opt-total","05"
"362",1414765590137,"old",TRUE,"A",TRUE,1849,TRUE,0,0,1,1,10,"0011",23,"opt-total","05"
"363",1414765592742,"old",FALSE,"A",NA,1587,FALSE,1,0,1,1,11,"1011",23,"opt-total","05"
"364",1414765595083,"old",TRUE,"A",FALSE,1973,TRUE,1,0,0,0,12,"1000",23,"opt-total","05"
"365",1414765597813,"old",TRUE,"A",TRUE,1548,TRUE,1,1,1,0,13,"1110",23,"opt-total","05"
"366",1414765600122,"old",FALSE,"A",NA,1614,FALSE,0,1,1,1,14,"0111",23,"opt-total","05"
"367",1414765602493,"old",TRUE,"A",TRUE,1764,TRUE,1,1,1,1,15,"1111",23,"opt-total","05"
"368",1414765605020,"old",FALSE,"A",NA,1740,FALSE,1,1,0,1,16,"1101",23,"opt-total","05"
"369",1414761973495,"old",FALSE,"A",NA,9455,FALSE,0,1,0,1,1,"0101",24,"opt-total","05"
"370",1414761983701,"new",TRUE,"A",NA,20152,FALSE,0,0,1,0,2,"0010",24,"opt-total","05"
"371",1414762004607,"old",TRUE,"B",TRUE,7399,TRUE,1,0,0,0,3,"1000",24,"opt-total","05"
"372",1414762012760,"old",TRUE,"A",TRUE,5932,TRUE,0,0,1,1,4,"0011",24,"opt-total","05"
"373",1414762019444,"old",TRUE,"B",TRUE,3661,TRUE,0,1,1,0,5,"0110",24,"opt-total","05"
"374",1414762023857,"old",FALSE,"A",NA,4741,FALSE,0,1,1,1,6,"0111",24,"opt-total","05"
"375",1414762029350,"new",TRUE,"B",NA,12484,FALSE,1,0,1,1,7,"1011",24,"opt-total","05"
"376",1414762042585,"new",TRUE,"A",NA,12494,FALSE,0,0,0,0,8,"0000",24,"opt-total","05"
"377",1414762055830,"old",TRUE,"A",TRUE,4167,TRUE,0,0,0,1,9,"0001",24,"opt-total","05"
"378",1414762060748,"new",TRUE,"B",NA,25273,FALSE,1,0,0,1,10,"1001",24,"opt-total","05"
"379",1414762086773,"new",TRUE,"B",NA,6174,FALSE,1,1,0,1,11,"1101",24,"opt-total","05"
"380",1414762093698,"old",TRUE,"B",TRUE,3927,TRUE,1,0,1,0,12,"1010",24,"opt-total","05"
"381",1414762098377,"old",TRUE,"A",TRUE,2297,TRUE,1,1,0,0,13,"1100",24,"opt-total","05"
"382",1414762101426,"new",FALSE,"A",TRUE,12094,TRUE,1,1,1,1,14,"1111",24,"opt-total","05"
"383",1414762114271,"old",TRUE,"A",TRUE,2015,TRUE,1,1,1,0,15,"1110",24,"opt-total","05"
"384",1414762117037,"old",TRUE,"B",TRUE,4019,TRUE,0,1,0,0,16,"0100",24,"opt-total","05"
"385",1414762090379,"old",TRUE,"A",TRUE,3335,TRUE,1,1,1,0,1,"1110",25,"opt-total","05"
"386",1414762094516,"old",FALSE,"A",NA,3422,FALSE,1,0,1,1,2,"1011",25,"opt-total","05"
"387",1414762098688,"old",TRUE,"B",TRUE,2546,TRUE,0,1,0,0,3,"0100",25,"opt-total","05"
"388",1414762101985,"old",FALSE,"B",NA,3049,FALSE,0,0,0,0,4,"0000",25,"opt-total","05"
"389",1414762105785,"old",TRUE,"A",TRUE,2336,TRUE,0,0,1,1,5,"0011",25,"opt-total","05"
"390",1414762108873,"old",TRUE,"B",TRUE,3632,TRUE,1,0,1,0,6,"1010",25,"opt-total","05"
"391",1414762113257,"old",TRUE,"A",TRUE,2856,TRUE,1,1,1,1,7,"1111",25,"opt-total","05"
"392",1414762116865,"old",TRUE,"B",TRUE,3160,TRUE,1,0,0,0,8,"1000",25,"opt-total","05"
"393",1414762120777,"old",FALSE,"B",NA,2790,FALSE,0,0,1,0,9,"0010",25,"opt-total","05"
"394",1414762124318,"old",FALSE,"A",NA,2795,FALSE,0,1,1,1,10,"0111",25,"opt-total","05"
"395",1414762127864,"old",FALSE,"A",NA,2073,FALSE,0,1,0,1,11,"0101",25,"opt-total","05"
"396",1414762130688,"old",TRUE,"A",TRUE,3240,TRUE,1,1,0,0,12,"1100",25,"opt-total","05"
"397",1414762134679,"old",TRUE,"B",TRUE,2057,TRUE,0,1,1,0,13,"0110",25,"opt-total","05"
"398",1414762137488,"old",FALSE,"A",NA,3144,FALSE,1,0,0,1,14,"1001",25,"opt-total","05"
"399",1414762141383,"old",TRUE,"A",TRUE,1713,TRUE,0,0,0,1,15,"0001",25,"opt-total","05"
"400",1414762143847,"old",FALSE,"A",NA,2793,FALSE,1,1,0,1,16,"1101",25,"opt-total","05"
"401",1414762097258,"old",TRUE,"B",TRUE,4072,TRUE,1,0,0,0,1,"1000",26,"opt-total","05"
"402",1414762102082,"old",FALSE,"A",NA,2409,FALSE,0,0,0,0,2,"0000",26,"opt-total","05"
"403",1414762105243,"old",TRUE,"A",FALSE,3253,TRUE,0,1,0,0,3,"0100",26,"opt-total","05"
"404",1414762109248,"old",TRUE,"A",TRUE,3714,TRUE,0,0,0,1,4,"0001",26,"opt-total","05"
"405",1414762113714,"old",TRUE,"B",FALSE,2635,TRUE,1,1,1,0,5,"1110",26,"opt-total","05"
"406",1414762117101,"old",FALSE,"B",NA,2003,FALSE,0,1,0,1,6,"0101",26,"opt-total","05"
"407",1414762119856,"new",TRUE,"B",NA,4312,FALSE,1,0,1,1,7,"1011",26,"opt-total","05"
"408",1414762124920,"old",TRUE,"B",FALSE,2892,TRUE,1,1,0,0,8,"1100",26,"opt-total","05"
"409",1414762128564,"old",TRUE,"B",TRUE,2016,TRUE,0,1,1,0,9,"0110",26,"opt-total","05"
"410",1414762131332,"new",TRUE,"A",NA,4400,FALSE,1,0,0,1,10,"1001",26,"opt-total","05"
"411",1414762136484,"new",TRUE,"A",NA,3197,FALSE,0,1,1,1,11,"0111",26,"opt-total","05"
"412",1414762140433,"old",TRUE,"A",TRUE,2353,TRUE,1,1,1,1,12,"1111",26,"opt-total","05"
"413",1414762143539,"old",TRUE,"A",FALSE,2633,TRUE,1,0,1,0,13,"1010",26,"opt-total","05"
"414",1414762146924,"new",TRUE,"B",NA,3748,FALSE,1,1,0,1,14,"1101",26,"opt-total","05"
"415",1414762151425,"new",FALSE,"B",FALSE,4040,TRUE,0,0,1,1,15,"0011",26,"opt-total","05"
"416",1414762156217,"old",FALSE,"A",NA,2679,FALSE,0,0,1,0,16,"0010",26,"opt-total","05"
"417",1414762221699,"old",TRUE,"B",FALSE,4000,TRUE,0,0,0,1,1,"0001",27,"opt-total","05"
"418",1414762226466,"old",TRUE,"A",TRUE,4032,TRUE,1,1,0,0,2,"1100",27,"opt-total","05"
"419",1414762231255,"old",TRUE,"B",TRUE,2291,TRUE,0,1,0,0,3,"0100",27,"opt-total","05"
"420",1414762234306,"old",FALSE,"B",NA,1727,FALSE,0,1,1,1,4,"0111",27,"opt-total","05"
"421",1414762236786,"old",FALSE,"A",NA,1757,FALSE,1,0,0,1,5,"1001",27,"opt-total","05"
"422",1414762239296,"old",TRUE,"A",TRUE,2728,TRUE,1,1,1,1,6,"1111",27,"opt-total","05"
"423",1414762242777,"old",FALSE,"B",NA,1456,FALSE,1,0,1,1,7,"1011",27,"opt-total","05"
"424",1414762244987,"old",FALSE,"A",NA,2277,FALSE,0,0,1,0,8,"0010",27,"opt-total","05"
"425",1414762248017,"old",FALSE,"B",NA,1791,FALSE,0,1,0,1,9,"0101",27,"opt-total","05"
"426",1414762250741,"old",TRUE,"B",TRUE,1681,TRUE,0,1,1,0,10,"0110",27,"opt-total","05"
"427",1414762253174,"old",TRUE,"B",TRUE,1545,TRUE,1,0,0,0,11,"1000",27,"opt-total","05"
"428",1414762255486,"old",TRUE,"A",TRUE,1546,TRUE,1,1,1,0,12,"1110",27,"opt-total","05"
"429",1414762257810,"old",FALSE,"A",NA,1918,FALSE,0,0,0,0,13,"0000",27,"opt-total","05"
"430",1414762260481,"old",TRUE,"B",TRUE,1286,TRUE,1,0,1,0,14,"1010",27,"opt-total","05"
"431",1414762262524,"old",TRUE,"A",TRUE,1605,TRUE,0,0,1,1,15,"0011",27,"opt-total","05"
"432",1414762264883,"old",FALSE,"A",NA,1652,FALSE,1,1,0,1,16,"1101",27,"opt-total","05"
"433",1414762330842,"old",TRUE,"A",TRUE,3445,TRUE,0,0,1,1,1,"0011",28,"opt-total","05"
"434",1414762335027,"old",FALSE,"A",NA,2070,FALSE,1,1,0,1,2,"1101",28,"opt-total","05"
"435",1414762337847,"new",TRUE,"A",NA,5074,FALSE,0,1,0,1,3,"0101",28,"opt-total","05"
"436",1414762343688,"new",TRUE,"A",NA,3282,FALSE,0,1,1,1,4,"0111",28,"opt-total","05"
"437",1414762347728,"old",TRUE,"A",TRUE,3130,TRUE,1,1,1,0,5,"1110",28,"opt-total","05"
"438",1414762351628,"old",FALSE,"B",NA,1895,FALSE,0,0,0,0,6,"0000",28,"opt-total","05"
"439",1414762354278,"old",TRUE,"B",TRUE,2437,TRUE,0,1,0,0,7,"0100",28,"opt-total","05"
"440",1414762357479,"old",TRUE,"B",TRUE,3268,TRUE,1,0,1,0,8,"1010",28,"opt-total","05"
"441",1414762361519,"old",TRUE,"A",TRUE,1693,TRUE,1,1,0,0,9,"1100",28,"opt-total","05"
"442",1414762363969,"new",TRUE,"A",NA,5507,FALSE,1,0,1,1,10,"1011",28,"opt-total","05"
"443",1414762370220,"old",TRUE,"A",TRUE,2192,TRUE,0,0,0,1,11,"0001",28,"opt-total","05"
"444",1414762373171,"old",TRUE,"B",TRUE,2714,TRUE,0,1,1,0,12,"0110",28,"opt-total","05"
"445",1414762376641,"old",FALSE,"A",NA,2101,FALSE,1,0,0,1,13,"1001",28,"opt-total","05"
"446",1414762379511,"old",TRUE,"B",TRUE,1695,TRUE,1,0,0,0,14,"1000",28,"opt-total","05"
"447",1414762381961,"old",FALSE,"B",NA,3708,FALSE,0,0,1,0,15,"0010",28,"opt-total","05"
"448",1414762386432,"old",TRUE,"A",TRUE,1800,TRUE,1,1,1,1,16,"1111",28,"opt-total","05"
"449",1414762374192,"new",TRUE,"B",NA,7209,FALSE,1,1,0,1,1,"1101",29,"opt-total","05"
"450",1414762382156,"old",TRUE,"B",TRUE,4464,TRUE,1,0,1,0,2,"1010",29,"opt-total","05"
"451",1414762387372,"old",TRUE,"B",TRUE,2756,TRUE,0,1,0,0,3,"0100",29,"opt-total","05"
"452",1414762390884,"old",TRUE,"A",TRUE,2198,TRUE,0,0,1,1,4,"0011",29,"opt-total","05"
"453",1414762393835,"old",TRUE,"A",TRUE,3785,TRUE,1,1,0,0,5,"1100",29,"opt-total","05"
"454",1414762398371,"old",FALSE,"A",NA,2547,FALSE,0,1,1,1,6,"0111",29,"opt-total","05"
"455",1414762401670,"old",TRUE,"B",TRUE,3051,TRUE,1,0,0,0,7,"1000",29,"opt-total","05"
"456",1414762405477,"new",TRUE,"B",NA,4254,FALSE,0,0,0,0,8,"0000",29,"opt-total","05"
"457",1414762410487,"old",TRUE,"A",TRUE,2526,TRUE,1,1,1,1,9,"1111",29,"opt-total","05"
"458",1414762413768,"old",TRUE,"A",FALSE,3961,TRUE,0,1,1,0,10,"0110",29,"opt-total","05"
"459",1414762418481,"new",TRUE,"B",NA,3854,FALSE,0,0,1,0,11,"0010",29,"opt-total","05"
"460",1414762423090,"new",TRUE,"A",NA,3690,FALSE,1,0,1,1,12,"1011",29,"opt-total","05"
"461",1414762427532,"old",TRUE,"A",TRUE,2766,TRUE,0,0,0,1,13,"0001",29,"opt-total","05"
"462",1414762431051,"new",TRUE,"B",NA,3467,FALSE,0,1,0,1,14,"0101",29,"opt-total","05"
"463",1414762435274,"old",TRUE,"A",TRUE,4490,TRUE,1,1,1,0,15,"1110",29,"opt-total","05"
"464",1414762440519,"new",TRUE,"B",NA,4618,FALSE,1,0,0,1,16,"1001",29,"opt-total","05"
"465",1414762452374,"old",FALSE,"A",NA,3918,FALSE,0,0,0,0,1,"0000",30,"opt-total","05"
"466",1414762457048,"old",TRUE,"B",FALSE,2331,TRUE,0,0,0,1,2,"0001",30,"opt-total","05"
"467",1414762460123,"old",FALSE,"B",NA,2784,FALSE,1,0,0,1,3,"1001",30,"opt-total","05"
"468",1414762463657,"old",FALSE,"A",NA,1890,FALSE,0,1,1,1,4,"0111",30,"opt-total","05"
"469",1414762466290,"old",FALSE,"A",NA,1481,FALSE,0,0,1,0,5,"0010",30,"opt-total","05"
"470",1414762468509,"old",TRUE,"A",FALSE,1414,TRUE,0,1,1,0,6,"0110",30,"opt-total","05"
"471",1414762470666,"old",TRUE,"B",FALSE,1577,TRUE,1,1,1,1,7,"1111",30,"opt-total","05"
"472",1414762473002,"old",FALSE,"B",NA,1665,FALSE,1,1,0,1,8,"1101",30,"opt-total","05"
"473",1414762475414,"old",TRUE,"A",TRUE,2101,TRUE,0,0,1,1,9,"0011",30,"opt-total","05"
"474",1414762478258,"old",FALSE,"A",NA,1521,FALSE,1,0,1,1,10,"1011",30,"opt-total","05"
"475",1414762480530,"old",TRUE,"A",FALSE,1545,TRUE,1,0,1,0,11,"1010",30,"opt-total","05"
"476",1414762482821,"old",TRUE,"B",TRUE,1550,TRUE,0,1,0,0,12,"0100",30,"opt-total","05"
"477",1414762485121,"old",TRUE,"B",TRUE,1618,TRUE,1,0,0,0,13,"1000",30,"opt-total","05"
"478",1414762487480,"old",TRUE,"B",FALSE,1707,TRUE,1,1,0,0,14,"1100",30,"opt-total","05"
"479",1414762489940,"old",FALSE,"A",NA,2023,FALSE,0,1,0,1,15,"0101",30,"opt-total","05"
"480",1414762492711,"old",TRUE,"A",TRUE,2244,TRUE,1,1,1,0,16,"1110",30,"opt-total","05"
"481",1414773330283,"old",TRUE,"A",FALSE,5040,TRUE,1,0,0,0,1,"1000",31,"opt-total","05"
"482",1414773336076,"old",TRUE,"A",TRUE,3075,TRUE,0,0,1,1,2,"0011",31,"opt-total","05"
