"","timeStart","memory","memoryCorrect","category","categoryCorrect","rt","stim.old","x","y","z","w","trial.num","stim","subject","condition","round"
"1158",1415024829202,"old",TRUE,"B",FALSE,3501,TRUE,1,1,0,1,6,"1101",73,"ms","05"
"1159",1415024833454,"old",FALSE,"B",NA,4289,FALSE,0,0,1,0,7,"0010",73,"ms","05"
"1160",1415024838494,"old",TRUE,"A",FALSE,2400,TRUE,0,1,1,0,8,"0110",73,"ms","05"
"1161",1415024841645,"old",TRUE,"B",FALSE,4041,TRUE,1,0,1,1,9,"1011",73,"ms","05"
"1162",1415024846436,"new",FALSE,"A",TRUE,4357,TRUE,1,0,1,0,10,"1010",73,"ms","05"
"1163",1415024851544,"new",TRUE,"B",NA,3828,FALSE,1,0,0,0,11,"1000",73,"ms","05"
"1164",1415024856123,"old",TRUE,"A",TRUE,2433,TRUE,0,1,1,1,12,"0111",73,"ms","05"
"1165",1415024859307,"old",FALSE,"B",NA,3535,FALSE,1,1,1,1,13,"1111",73,"ms","05"
"1166",1415024863593,"old",FALSE,"B",NA,3535,FALSE,1,0,0,1,14,"1001",73,"ms","05"
"1167",1415024867879,"new",FALSE,"A",FALSE,4424,TRUE,0,0,0,0,15,"0000",73,"ms","05"
"1168",1415024873055,"old",TRUE,"B",TRUE,3568,TRUE,0,0,0,1,16,"0001",73,"ms","05"
"1169",1415024922310,"old",FALSE,"B",NA,5168,FALSE,0,1,0,0,1,"0100",74,"ms","05"
"1170",1415024928238,"old",TRUE,"A",TRUE,4091,TRUE,0,1,1,1,2,"0111",74,"ms","05"
"1171",1415024933084,"old",TRUE,"B",TRUE,2565,TRUE,1,1,0,0,3,"1100",74,"ms","05"
"1172",1415024936402,"old",TRUE,"A",TRUE,2191,TRUE,1,1,0,1,4,"1101",74,"ms","05"
"1173",1415024939353,"old",FALSE,"A",NA,2654,FALSE,0,1,0,1,5,"0101",74,"ms","05"
"1174",1415024942761,"old",FALSE,"A",NA,2282,FALSE,0,0,1,1,6,"0011",74,"ms","05"
"1175",1415024945809,"old",TRUE,"A",TRUE,1751,TRUE,1,0,1,1,7,"1011",74,"ms","05"
"1176",1415024948310,"old",TRUE,"A",TRUE,1933,TRUE,1,1,1,0,8,"1110",74,"ms","05"
"1177",1415024950999,"old",FALSE,"A",NA,1863,FALSE,0,0,1,0,9,"0010",74,"ms","05"
"1178",1415024953620,"old",TRUE,"B",TRUE,1725,TRUE,0,1,1,0,10,"0110",74,"ms","05"
"1179",1415024956097,"old",TRUE,"A",TRUE,3247,TRUE,1,0,1,0,11,"1010",74,"ms","05"
"1180",1415024960114,"old",FALSE,"A",NA,1612,FALSE,1,1,1,1,12,"1111",74,"ms","05"
"1181",1415024962490,"old",TRUE,"B",TRUE,1819,TRUE,0,0,0,0,13,"0000",74,"ms","05"
"1182",1415024965070,"old",FALSE,"A",NA,1525,FALSE,1,0,0,1,14,"1001",74,"ms","05"
"1183",1415024967353,"old",TRUE,"A",FALSE,1888,TRUE,0,0,0,1,15,"0001",74,"ms","05"
"1184",1415024969994,"old",FALSE,"A",NA,1615,FALSE,1,0,0,0,16,"1000",74,"ms","05"
"1185",1415024952646,"old",TRUE,"B",TRUE,3078,TRUE,0,0,0,0,1,"0000",75,"ms","05"
"1186",1415024956477,"old",FALSE,"A",NA,3768,FALSE,0,1,0,1,2,"0101",75,"ms","05"
"1187",1415024960998,"old",TRUE,"B",TRUE,6186,TRUE,1,1,0,0,3,"1100",75,"ms","05"
"1188",1415024967936,"old",FALSE,"B",NA,5204,FALSE,0,0,1,0,4,"0010",75,"ms","05"
"1189",1415024973892,"old",FALSE,"A",NA,4515,FALSE,1,0,0,0,5,"1000",75,"ms","05"
"1190",1415024979159,"old",TRUE,"A",TRUE,2691,TRUE,0,1,1,1,6,"0111",75,"ms","05"
"1191",1415024982602,"old",TRUE,"B",TRUE,2496,TRUE,0,1,1,0,7,"0110",75,"ms","05"
"1192",1415024985850,"old",FALSE,"A",NA,2910,FALSE,1,1,1,1,8,"1111",75,"ms","05"
"1193",1415024989512,"old",FALSE,"B",NA,2593,FALSE,0,1,0,0,9,"0100",75,"ms","05"
"1194",1415024992857,"new",FALSE,"A",TRUE,3596,TRUE,1,0,1,0,10,"1010",75,"ms","05"
"1195",1415024997205,"old",TRUE,"B",TRUE,4463,TRUE,0,0,0,1,11,"0001",75,"ms","05"
"1196",1415025002421,"new",FALSE,"B",FALSE,3447,TRUE,1,0,1,1,12,"1011",75,"ms","05"
"1197",1415025006619,"old",TRUE,"A",TRUE,4991,TRUE,1,1,0,1,13,"1101",75,"ms","05"
"1198",1415025012362,"old",TRUE,"B",FALSE,4148,TRUE,1,1,1,0,14,"1110",75,"ms","05"
"1199",1415025017262,"old",FALSE,"A",NA,2167,FALSE,1,0,0,1,15,"1001",75,"ms","05"
"1200",1415025020180,"new",TRUE,"A",NA,7370,FALSE,0,0,1,1,16,"0011",75,"ms","05"
"1201",1415025042133,"old",TRUE,"A",TRUE,3159,TRUE,1,0,1,1,1,"1011",76,"ms","05"
"1202",1415025046044,"old",FALSE,"A",NA,2048,FALSE,1,1,1,1,2,"1111",76,"ms","05"
